data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2022,46716850,,51
2022,46716800,,51
2022,47541797,,51
2022,46716829,,51
2022,46716841,,51
2022,46716784,,51
2022,46716824,,51
2022,46716853,,51
2022,47541808,,51
2022,47541809,,51
2022,47541846,,51
2022,47541867,,51
2022,47541952,,51
2022,47541853,,51
2022,47541880,,51
2022,47541893,,51
2022,47541894,,51
2022,47541895,,51
2022,47541925,,51
2022,47541926,,51
2022,47541834,,51
2022,47541841,,3
2022,47541851,,51
2022,47541852,,51
2022,47541866,,51
2022,47541898,,51
2022,47541888,,51
2022,47541921,,51
2022,47541940,,51
2022,47541941,,51
2022,47541947,,51
2022,47541951,,51
2022,47541918,,51
2022,47541868,,51
2022,47541879,,51
2022,47541899,,51
2022,47541877,,51
2022,47541932,,51
2022,47541967,,51
2022,47541974,,51
2022,47541989,,51
2022,47542056,,51
2022,47542063,,51
2022,47541957,,51
2022,47541969,,51
2022,47542038,,51
2022,47542053,,51
2022,47541962,,51
2022,47541987,,51
2022,47542000,,51
2022,47542011,,51
2022,47542018,,51
2022,47541991,,51
2022,47542007,,51
2022,47542020,,51
2022,47542043,,51
2022,47542050,,51
2022,47542034,,51
2022,47542054,,51
2022,47542030,,51
2022,47542048,,51
2022,47542069,,51
2022,47542003,,51
2022,47542059,,51
2022,47542062,,51
2022,48556507,,51
2022,47542049,,51
2022,47542058,,51
2022,47542057,,51
2022,47542014,,51
2022,47542021,,51
2022,47542033,,51
2022,47542066,,51
2022,47542073,,51
2022,47542077,,51
2022,47542078,,51
2022,47542089,,51
2022,47542079,,51
2022,51068860,,51
2022,47542081,,51
2022,48556444,,51
2022,47542102,,51
2022,47542067,,51
2022,47542068,,51
2022,47542080,,51
2022,47542105,,51
2022,47542111,,51
2022,47542118,,51
2022,47542125,,51
2022,47542121,,51
2022,47542092,,51
2022,47542104,,51
2022,47542093,,51
2022,47542112,,51
2022,47542113,,51
2022,47542117,,51
2022,47542115,,1
2022,47542126,,51
2022,47542134,,51
2022,47542136,,51
2022,47542142,,51
2022,47542135,,51
2022,47542156,,51
2022,47542163,,51
2022,47542107,,51
2022,47542110,,51
2022,47542114,,51
2022,47542164,,51
2022,47542147,,51
2022,47542151,,51
2022,47542182,,51
2022,48249204,,51
2022,47542139,,51
2022,47542146,,51
2022,47542169,,51
2022,47542127,,51
2022,47542132,,51
2022,47542179,,51
2022,47968542,,51
2022,47968543,,51
2022,47542143,,51
2022,47542144,,51
2022,47542175,,51
2022,47542206,,51
2022,47542214,,51
2022,47542150,,51
2022,47542158,,51
2022,47542170,,51
2022,47542196,,51
2022,47542205,,51
2022,47542217,,51
2022,47968594,,51
2022,47542159,,51
2022,47542171,,51
2022,47542172,,51
2022,47542173,,51
2022,47542160,,51
2022,49485859,,51
2022,47542208,,51
2022,47542225,,51
2022,48249190,,51
2022,47542180,,51
2022,47542187,,51
2022,47542204,,51
2022,47542213,,51
2022,47542219,,51
2022,47542226,,51
2022,47542287,,51
2022,47968559,,51
2022,47968566,,51
2022,47542212,,51
2022,47542228,,51
2022,47542211,,51
2022,48249203,,51
2022,47968564,,51
2022,47968569,,51
2022,47968605,,51
2022,47968614,,51
2022,47968576,,51
2022,47968581,,51
2022,47968587,,51
2022,47968600,,51
2022,48249211,,51
2022,47968591,,51
2022,47968629,,51
2022,49485899,,51
2022,47968640,,51
2022,47968646,,51
2022,47968668,,51
2022,47968597,,51
2022,47968609,,51
2022,47968617,,51
2022,47968602,,51
2022,47968621,,51
2022,47968626,,51
2022,47968634,,51
2022,47968624,,51
2022,47968630,,51
2022,49485904,,51
2022,47968706,,51
2022,47968734,,51
2022,49485911,,51
2022,48556464,,51
2022,48556465,,51
2022,47968652,,51
2022,47968677,,51
2022,47968735,,51
2022,47968685,,51
2022,49485893,,51
2022,47968712,,51
2022,47968745,,7
2022,47968658,,51
2022,47968699,,51
2022,48249202,,51
2022,47968675,,51
2022,47968718,,51
2022,48249254,,51
2022,47968759,,51
2022,47968704,,51
2022,48249239,,51
2022,48249224,,51
2022,48249241,,51
2022,48249242,,51
2022,48249245,,51
2022,48556595,,51
2022,48249207,,51
2022,48249234,,51
2022,48249235,,51
2022,48249210,,51
2022,48249220,,51
2022,48249230,,51
2022,48556607,,51
2022,48556472,,51
2022,48249265,,51
2022,48249271,,51
2022,48249250,,51
2022,49485945,,51
2022,48249264,,51
2022,48249277,,51
2022,49485923,,51
2022,48249273,,51
2022,48249278,,51
2022,48249281,,51
2022,48556520,,51
2022,48249251,,51
2022,48249253,,51
2022,51499771,,51
2022,48249259,,51
2022,48249276,,51
2022,48556543,,51
2022,48556550,,51
2022,48249311,,51
2022,48556558,,51
2022,48249304,,51
2022,48556490,,51
2022,49485941,,51
2022,48556508,,51
2022,48556532,,51
2022,48556572,,51
2022,48556581,,51
2022,48556597,,51
2022,48556580,,51
2022,48556541,,51
2022,48556551,,51
2022,48556557,,51
2022,48556569,,51
2022,48556613,,51
2022,48556615,,51
2022,48556579,,51
2022,48556593,,51
2022,48556574,,51
2022,48556576,,51
2022,49485948,,51
2022,48556608,,51
2022,48556627,,51
2022,48556559,,51
2022,48556657,,51
2022,48556679,,51
2022,48556592,,51
2022,48556602,,51
2022,49485951,,51
2022,49486122,,51
2022,48556630,,51
2022,49486126,,51
2022,48556650,,51
2022,48556622,,51
2022,48556633,,51
2022,48556640,,51
2022,49485961,,51
2022,48556697,,51
2022,49485963,,51
2022,49486045,,51
2022,48556664,,51
2022,51499782,,51
2022,49486052,,51
2022,48556646,,51
2022,48556769,,51
2022,48556779,,51
2022,49485967,,51
2022,49485969,,51
2022,49485971,,51
2022,50139324,,51
2022,49485979,,51
2022,49485980,,51
2022,49486019,,51
2022,49486021,,51
2022,49485983,,51
2022,49485987,,51
2022,49485989,,51
2022,49486015,,51
2022,49486018,,51
2022,50362674,,51
2022,49486029,,51
2022,49486031,,51
2022,50139349,,51
2022,50362696,,51
2022,49486035,,51
2022,49486062,,51
2022,49486063,,51
2022,49486066,,51
2022,49486067,,51
2022,49486057,,51
2022,50362718,,51
2022,49486060,,51
2022,49486061,,51
2022,49486053,,51
2022,49486054,,51
2022,49486085,,51
2022,49486088,,51
2022,49486090,,51
2022,49486092,,2
2022,49486093,,51
2022,49486095,,51
2022,49486096,,51
2022,49486070,,51
2022,49486141,,51
2022,49486102,,51
2022,49486106,,51
2022,50139310,,51
2022,49486110,,51
2022,49486114,,51
2022,49486119,,51
2022,49486128,,51
2022,49486130,,51
2022,49486131,,51
2022,49486133,,51
2022,51068882,,51
2022,49486189,,51
2022,49486196,,51
2022,49486197,,51
2022,49486214,,51
2022,49486148,,51
2022,49486150,,51
2022,49486151,,51
2022,49486152,,51
2022,49486153,,51
2022,49486243,,51
2022,49486244,,51
2022,51499765,,51
2022,49486246,,51
2022,49486161,,51
2022,49486162,,51
2022,49486163,,51
2022,49486171,,51
2022,51499777,,51
2022,49486176,,51
2022,49486259,,51
2022,49486181,,51
2022,49486184,,51
2022,49486185,,51
2022,50139333,,51
2022,49486216,,51
2022,50139313,,51
2022,49486220,,51
2022,49486224,,51
2022,49486225,,51
2022,49486228,,51
2022,49486231,,51
2022,49486232,,51
2022,50139336,,51
2022,49486210,,51
2022,49486247,,51
2022,49486249,,51
2022,50139379,,51
2022,49486238,,51
2022,49486237,,51
2022,50139327,,51
2022,50139330,,51
2022,50139415,,51
2022,50139346,,51
2022,50139348,,51
2022,50139355,,51
2022,50139383,,51
2022,50139410,,51
2022,50139347,,51
2022,50139372,,51
2022,50139377,,51
2022,50139358,,51
2022,50139369,,51
2022,50139376,,51
2022,50139389,,51
2022,50139402,,51
2022,50139828,,51
2022,50139833,,51
2022,50139396,,51
2022,51069220,,51
2022,51072423,,51
2022,45604617,,51
2022,45181891,,51
2022,46721256,,51
2022,45604655,,51
2022,45604659,,51
2022,45604611,,51
2022,48558175,,51
2022,45604627,,51
2022,46721271,,51
2022,45604681,,51
2022,51072403,,51
2022,45604635,,51
2022,45604650,,51
2022,46721262,,51
2022,46721334,,51
2022,46721335,,51
2022,46721380,,51
2022,48251116,,51
2022,46721286,,51
2022,46721306,,51
2022,46721327,,51
2022,46721357,,51
2022,46721304,,51
2022,46721316,,51
2022,46721387,,51
2022,46721328,,51
2022,47543729,,51
2022,46721406,,51
2022,46721381,,51
2022,50141351,,51
2022,46721340,,51
2022,51072458,,51
2022,47543751,,51
2022,46721343,,51
2022,46721351,,51
2022,46721352,,51
2022,46721388,,51
2022,48558196,,51
2022,47543727,,51
2022,46721415,,51
2022,46721418,,51
2022,51072461,,51
2022,46721370,,51
2022,47543738,,51
2022,51072432,,51
2022,51072434,,51
2022,51072438,,51
2022,50141375,,51
2022,47543741,,51
2022,47543748,,51
2022,47543753,,51
2022,51072443,,51
2022,47543769,,51
2022,47543771,,51
2022,47543773,,51
2022,47543778,,51
2022,47543786,,51
2022,47543736,,51
2022,48558202,,51
2022,47543755,,51
2022,47543760,,51
2022,47543775,,51
2022,47543795,,51
2022,47543759,,51
2022,47543764,,51
2022,47543772,,51
2022,51072454,,51
2022,47543813,,51
2022,47543817,,51
2022,50141411,,51
2022,47543796,,51
2022,47543797,,51
2022,47543787,,51
2022,47543790,,51
2022,47543793,,51
2022,47543824,,51
2022,47543826,,51
2022,47543831,,51
2022,47971366,,51
2022,47543841,,51
2022,50141407,,51
2022,47543839,,51
2022,51072523,,51
2022,51072402,,51
2022,47543800,,51
2022,47543801,,51
2022,47543802,,51
2022,49490199,,51
2022,47543838,,51
2022,47543860,,51
2022,47543861,,51
2022,47543870,,51
2022,49490200,,51
2022,49490201,,51
2022,50141353,,51
2022,47543840,,51
2022,47543849,,51
2022,47543799,,51
2022,51072479,,51
2022,51072585,,51
2022,47543833,,51
2022,49490203,,51
2022,47543856,,51
2022,47971353,,51
2022,47971369,,51
2022,47971370,,51
2022,47971371,,51
2022,47971372,,51
2022,47971406,,51
2022,47971407,,51
2022,47971408,,51
2022,47971409,,51
2022,47971424,,51
2022,47971425,,51
2022,47971426,,51
2022,47971427,,51
2022,47971401,,51
2022,47971402,,51
2022,47971403,,51
2022,47971404,,51
2022,47543823,,51
2022,47543837,,51
2022,47543827,,51
2022,47543844,,51
2022,47543845,,51
2022,49490223,,51
2022,47543888,,51
2022,47543848,,51
2022,47543864,,51
2022,49490224,,51
2022,47543865,,51
2022,47543884,,51
2022,47543893,,51
2022,47543862,,51
2022,47543866,,51
2022,47543885,,51
2022,47543907,,51
2022,47543916,,51
2022,47543887,,51
2022,47543895,,51
2022,47543901,,51
2022,49490213,,51
2022,47543886,,51
2022,47543898,,51
2022,47971420,,51
2022,47543877,,51
2022,47543914,,51
2022,47543900,,51
2022,51072481,,51
2022,47971397,,51
2022,50141350,,51
2022,47971417,,51
2022,51072655,,51
2022,51072656,,51
2022,47971468,,51
2022,49490214,,51
2022,51072447,,51
2022,47971405,,51
2022,47971474,,51
2022,49490249,,51
2022,48558199,,51
2022,47971504,,51
2022,50141385,,51
2022,47971497,,51
2022,51072512,,51
2022,47971490,,51
2022,47971491,,51
2022,48251119,,51
2022,48251124,,51
2022,48251134,,51
2022,48251135,,51
2022,48251136,,51
2022,48251142,,51
2022,48251143,,51
2022,48251144,,51
2022,50365094,,51
2022,50141391,,51
2022,49490227,,51
2022,49490228,,51
2022,48251165,,51
2022,48251171,,51
2022,48251178,,51
2022,48251126,,51
2022,48251148,,51
2022,48251139,,51
2022,48251154,,51
2022,48558223,,51
2022,48558224,,51
2022,48558222,,51
2022,48558255,,51
2022,48251172,,51
2022,51501168,,51
2022,51501169,,51
2022,48251177,,51
2022,48251189,,51
2022,48251205,,51
2022,50141441,,51
2022,51072509,,51
2022,48251199,,51
2022,48251206,,51
2022,48558234,,51
2022,51501206,,51
2022,48558189,,51
2022,48558212,,51
2022,48558241,,51
2022,48558242,,51
2022,51072495,,51
2022,48558264,,51
2022,48558270,,51
2022,48558288,,51
2022,48558217,,51
2022,48558252,,51
2022,48558287,,51
2022,48558290,,51
2022,48558268,,51
2022,48558300,,51
2022,48558312,,51
2022,48558320,,51
2022,48558326,,51
2022,48558238,,51
2022,48558247,,51
2022,48558259,,51
2022,51072647,,51
2022,48558284,,51
2022,49490250,,51
2022,49490252,,51
2022,49490276,,51
2022,50141484,,51
2022,49490321,,51
2022,49490325,,51
2022,49490269,,51
2022,49490272,,51
2022,49490273,,51
2022,49490279,,51
2022,49490281,,51
2022,49490283,,51
2022,49490301,,51
2022,49490303,,51
2022,49490284,,51
2022,49490326,,51
2022,49490294,,51
2022,49490295,,51
2022,50141347,,51
2022,49490298,,51
2022,49490309,,51
2022,49490310,,51
2022,49490319,,51
2022,49490322,,51
2022,49490323,,51
2022,49490324,,51
2022,51501227,,51
2022,51501228,,51
2022,49490337,,51
2022,49490333,,51
2022,49490361,,51
2022,49490370,,51
2022,49490372,,51
2022,49490373,,51
2022,51072467,,51
2022,51072626,,51
2022,51072627,,51
2022,49490412,,51
2022,49490413,,51
2022,51072720,,51
2022,49490418,,51
2022,49490429,,51
2022,49490430,,51
2022,49490375,,51
2022,49490438,,51
2022,50141392,,51
2022,50141395,,51
2022,50141402,,51
2022,50141374,,51
2022,50141399,,51
2022,51072856,,51
2022,51072857,,51
2022,50141414,,51
2022,51072526,,51
2022,51072463,,51
2022,50141405,,51
2022,50141427,,51
2022,50141435,,51
2022,50141444,,51
2022,50141466,,51
2022,50141400,,51
2022,51072465,,51
2022,49495616,,51
2022,49495618,,51
2022,48253428,,51
2022,48253431,,51
2022,48253494,,51
2022,48253513,,51
2022,48253536,,51
2022,48253444,,51
2022,48253463,,51
2022,48253469,,51
2022,48253446,,51
2022,48253465,,51
2022,48253483,,51
2022,48253492,,51
2022,48253503,,51
2022,48253519,,51
2022,48253527,,51
2022,48561142,,51
2022,48561154,,51
2022,48561159,,51
2022,48561160,,51
2022,48561054,,51
2022,48561058,,51
2022,48561065,,51
2022,48561078,,51
2022,48561093,,51
2022,48561111,,51
2022,48561124,,51
2022,48561127,,51
2022,48561071,,51
2022,48561087,,51
2022,48561099,,51
2022,48561107,,51
2022,48561103,,51
2022,49495624,,51
2022,49495629,,51
2022,49495613,,51
2022,49495640,,51
2022,49495641,,51
2022,49495643,,51
2022,49495634,,51
2022,49495636,,51
2022,49495637,,51
2022,49495642,,51
2022,49495644,,51
2022,49495646,,51
2022,49495647,,51
2022,49495648,,51
2022,49495649,,51
2022,49495650,,51
2022,49495651,,51
2022,49495655,,51
2022,49495663,,51
2022,49495666,,51
2022,49495667,,51
2022,49495669,,51
2022,49495670,,51
2022,49495671,,51
2022,49495673,,51
2022,49495674,,51
2022,49495682,,51
2022,49496294,,51
2022,49496296,,51
2022,49496297,,51
2022,49496298,,51
2022,49496299,,51
2022,49496300,,51
2022,49495939,,51
2022,49495940,,51
2022,49495941,,51
2022,49495942,,51
2022,49495943,,51
2022,49495683,,51
2022,49495685,,51
2022,49495688,,51
2022,49495689,,51
2022,49495841,,51
2022,49495844,,51
2022,49495700,,51
2022,49495707,,51
2022,49495767,,51
2022,49495768,,51
2022,49495726,,51
2022,49495728,,51
2022,49495729,,51
2022,49495739,,51
2022,49495740,,51
2022,49495741,,51
2022,49495742,,51
2022,49495743,,51
2022,49495747,,51
2022,49495749,,51
2022,49495750,,51
2022,49495751,,51
2022,49495754,,51
2022,49495755,,51
2022,49495756,,51
2022,49495771,,51
2022,49495772,,51
2022,49495773,,51
2022,49495775,,51
2022,49495776,,51
2022,49495777,,51
2022,49496360,,51
2022,49496361,,51
2022,49496362,,51
2022,49496363,,51
2022,49495796,,51
2022,49495785,,51
2022,49495787,,51
2022,49495788,,51
2022,49495790,,51
2022,49495791,,51
2022,49495792,,51
2022,49495794,,51
2022,49496340,,51
2022,49496341,,51
2022,49495800,,51
2022,49495801,,51
2022,50145236,,51
2022,50145248,,51
2022,50145259,,51
2022,50145164,,51
2022,50145173,,51
2022,50145188,,51
2022,51076430,,51
2022,50145206,,51
2022,50145197,,51
2022,45612849,,51
2022,45612854,,51
2022,49503544,,51
2022,49503545,,51
2022,45188267,,51
2022,45188288,,5
2022,45188301,,51
2022,45188302,,51
2022,45188309,,51
2022,45612884,,51
2022,45612885,,51
2022,45188319,,51
2022,45188321,,51
2022,50369870,,51
2022,45188355,,51
2022,45188316,,51
2022,45612882,,51
2022,45188356,,51
2022,48256607,,51
2022,45188347,,3
2022,49503548,,51
2022,49503549,,51
2022,45188360,,51
2022,45188310,,51
2022,50369900,,51
2022,45612852,,51
2022,49503561,,51
2022,45612907,,51
2022,45612908,,51
2022,49503564,,51
2022,46737236,,51
2022,46737237,,51
2022,49503567,,51
2022,45612862,,51
2022,49503588,,51
2022,49503589,,51
2022,46737274,,51
2022,48256633,,51
2022,45612890,,51
2022,46737290,,51
2022,46737297,,51
2022,45612927,,51
2022,45612914,,51
2022,45612919,,51
2022,45612875,,51
2022,49503593,,51
2022,49503594,,51
2022,45612906,,51
2022,45612910,,51
2022,45612911,,51
2022,45612912,,51
2022,45612934,,51
2022,46737304,,3
2022,46737322,,51
2022,45612889,,51
2022,45612894,,51
2022,45612901,,51
2022,49503609,,51
2022,49503610,,51
2022,45612916,,51
2022,45612937,,51
2022,51083370,,51
2022,49503628,,51
2022,46737342,,51
2022,46737273,,5
2022,48256648,,51
2022,46737277,,51
2022,46737278,,51
2022,46737292,,51
2022,51083271,,51
2022,46737305,,52
2022,46737300,,9
2022,46737301,,9
2022,45612948,,51
2022,46737326,,51
2022,47551255,,51
2022,49503639,,51
2022,46737316,,51
2022,47551063,,51
2022,46737375,,51
2022,46737338,,51
2022,46737348,,51
2022,46737349,,51
2022,49503640,,51
2022,47551084,,51
2022,46737369,,51
2022,46737370,,51
2022,46737371,,51
2022,46737415,,51
2022,46737368,,51
2022,46737380,,51
2022,46737389,,51
2022,46737392,,51
2022,49503653,,51
2022,46737411,,51
2022,46737395,,51
2022,49503668,,51
2022,47551103,,51
2022,51083371,,51
2022,51083398,,51
2022,48256665,,51
2022,46737437,,51
2022,46737403,,51
2022,46737416,,51
2022,46737421,,51
2022,46737450,,51
2022,46737457,,51
2022,46737458,,51
2022,46737459,,51
2022,46737460,,3
2022,46737498,,51
2022,51083307,,51
2022,50149141,,51
2022,46737420,,51
2022,46737444,,51
2022,46737468,,51
2022,47551069,,51
2022,46737486,,51
2022,46737417,,51
2022,46737463,,51
2022,46737464,,51
2022,50149161,,51
2022,46737506,,51
2022,46737528,,52
2022,46737425,,51
2022,46737473,,51
2022,46737422,,51
2022,46737432,,51
2022,46737442,,51
2022,46737466,,51
2022,46737472,,51
2022,46737433,,51
2022,46737439,,51
2022,46737447,,9
2022,46737453,,51
2022,46737469,,51
2022,46737452,,51
2022,46737475,,51
2022,46737488,,51
2022,46737495,,51
2022,46737517,,51
2022,46737518,,51
2022,46737438,,51
2022,46737471,,51
2022,46737476,,51
2022,50149038,,51
2022,46737496,,51
2022,47551105,,51
2022,50149025,,51
2022,50149026,,51
2022,47551078,,51
2022,51083385,,51
2022,51083434,,51
2022,51083435,,51
2022,46737489,,4
2022,46737493,,51
2022,46737514,,51
2022,46737515,,51
2022,46737508,,51
2022,46737490,,51
2022,46737497,,51
2022,46737507,,3
2022,47551113,,51
2022,47551114,,51
2022,46737546,,51
2022,51083472,,51
2022,46737588,,51
2022,46737499,,51
2022,46737500,,51
2022,46737513,,51
2022,46737516,,51
2022,46737522,,51
2022,50149049,,51
2022,46737550,,51
2022,46737581,,51
2022,46737593,,51
2022,48256601,,51
2022,46737537,,51
2022,46737562,,51
2022,46737582,,51
2022,46737608,,51
2022,46737626,,51
2022,46737554,,51
2022,51083343,,51
2022,46737607,,51
2022,46737620,,51
2022,46737621,,51
2022,51083342,,51
2022,46737542,,51
2022,46737551,,51
2022,46737531,,51
2022,46737552,,51
2022,46737568,,51
2022,46737624,,51
2022,50149057,,51
2022,47551123,,51
2022,46737619,,51
2022,46737534,,51
2022,48256619,,51
2022,46737535,,51
2022,50369931,,51
2022,46737576,,51
2022,46737577,,51
2022,48256654,,51
2022,47551115,,51
2022,50369978,,51
2022,46737635,,51
2022,46737649,,51
2022,46737654,,51
2022,47141467,,51
2022,50369992,,51
2022,46737591,,51
2022,47141397,,51
2022,46737570,,51
2022,46737601,,51
2022,51508507,,51
2022,51508508,,51
2022,46737646,,51
2022,46737604,,51
2022,46737634,,51
2022,46737622,,51
2022,51083477,,51
2022,51083478,,51
2022,51083479,,51
2022,47551152,,51
2022,46737618,,51
2022,47551172,,51
2022,50369927,,51
2022,51508199,,51
2022,47141382,,51
2022,47141383,,51
2022,47141412,,51
2022,47141421,,51
2022,47141455,,51
2022,47141422,,51
2022,47141435,,51
2022,50369958,,51
2022,47551107,,51
2022,47551108,,51
2022,46737697,,51
2022,47551111,,51
2022,47141494,,51
2022,47141416,,51
2022,50369989,,51
2022,47551133,,51
2022,47551134,,51
2022,51508279,,51
2022,50369924,,51
2022,47551144,,51
2022,49504240,,51
2022,49504241,,51
2022,51508467,,51
2022,51508468,,51
2022,47141449,,51
2022,48256598,,51
2022,47141474,,52
2022,47141489,,51
2022,47141461,,51
2022,49504244,,51
2022,47141468,,51
2022,47141482,,51
2022,48256615,,51
2022,48256616,,51
2022,48256617,,3
2022,47141567,,51
2022,47141568,,51
2022,47141475,,51
2022,47141476,,51
2022,47141491,,51
2022,47141492,,51
2022,51083250,,51
2022,47141483,,51
2022,48256639,,51
2022,47141497,,51
2022,47141518,,51
2022,46737682,,51
2022,47141575,,51
2022,47141579,,51
2022,47141552,,51
2022,47551187,,51
2022,47141571,,51
2022,47551173,,51
2022,51508246,,51
2022,51508247,,51
2022,47551202,,51
2022,49503700,,3
2022,49503701,,3
2022,49503702,,3
2022,47551273,,51
2022,47551274,,51
2022,47551275,,51
2022,47551271,,52
2022,47551287,,51
2022,47551302,,51
2022,47551197,,51
2022,47141573,,51
2022,47141574,,51
2022,48256675,,51
2022,47551260,,51
2022,47551282,,51
2022,48256629,,51
2022,47551373,,51
2022,47551404,,51
2022,47551222,,3
2022,47551322,,51
2022,47551325,,51
2022,47141607,,51
2022,47551223,,51
2022,48563262,,51
2022,47551416,,51
2022,47551241,,51
2022,47551253,,51
2022,47551272,,51
2022,47551538,,51
2022,47551258,,51
2022,47551276,,51
2022,47551293,,51
2022,47551294,,51
2022,47551390,,52
2022,47551398,,51
2022,48256660,,51
2022,47551437,,51
2022,47551286,,51
2022,47551309,,51
2022,47551312,,51
2022,48256624,,51
2022,48256625,,51
2022,47551428,,51
2022,47551429,,51
2022,51083272,,51
2022,48256649,,51
2022,47551371,,51
2022,48256664,,51
2022,47551378,,51
2022,47551379,,53
2022,47551331,,51
2022,47551334,,51
2022,47551340,,51
2022,47551363,,51
2022,47551369,,51
2022,47551364,,51
2022,49503707,,51
2022,47551383,,51
2022,47551386,,51
2022,51508311,,51
2022,47551401,,51
2022,47551346,,51
2022,50369979,,51
2022,47551362,,3
2022,47551368,,51
2022,49503723,,51
2022,49503724,,51
2022,47551376,,51
2022,47551361,,51
2022,47551372,,51
2022,47551400,,51
2022,50149043,,51
2022,50149044,,51
2022,48256669,,51
2022,47551415,,51
2022,50149053,,51
2022,47551440,,51
2022,47551443,,51
2022,47551460,,51
2022,47551433,,51
2022,47551434,,51
2022,47551488,,51
2022,47551377,,51
2022,47551461,,51
2022,47551480,,51
2022,49503736,,51
2022,49503737,,51
2022,47551389,,51
2022,48256671,,51
2022,47551406,,51
2022,48256678,,51
2022,48256676,,51
2022,48256677,,51
2022,47551551,,51
2022,47551552,,51
2022,47551557,,51
2022,48256694,,51
2022,47551427,,51
2022,47551909,,51
2022,47551436,,51
2022,51508343,,51
2022,47551459,,51
2022,47551472,,51
2022,47551583,,51
2022,48256697,,51
2022,47551594,,51
2022,51508225,,51
2022,48256710,,51
2022,48256730,,51
2022,48563293,,51
2022,51508234,,51
2022,49503739,,51
2022,49503740,,3
2022,47551467,,51
2022,47551468,,51
2022,47551474,,51
2022,47551486,,51
2022,47551493,,51
2022,48256774,,51
2022,48256775,,51
2022,47551502,,51
2022,47551515,,51
2022,48256698,,51
2022,47551527,,51
2022,47551528,,51
2022,48563212,,51
2022,48256689,,51
2022,47551563,,51
2022,47551523,,51
2022,47551533,,51
2022,47551540,,51
2022,47551554,,51
2022,47551564,,51
2022,47551532,,51
2022,48256715,,51
2022,49503774,,51
2022,47551620,,51
2022,50149086,,51
2022,48256879,,51
2022,47551638,,51
2022,47551655,,51
2022,51508416,,51
2022,51508417,,52
2022,47551561,,51
2022,47551562,,51
2022,48256724,,51
2022,47551555,,51
2022,47551568,,51
2022,51508458,,51
2022,47551611,,51
2022,47551625,,51
2022,47551654,,51
2022,51508403,,51
2022,51508404,,51
2022,48256785,,53
2022,48256699,,51
2022,48256732,,51
2022,48256756,,51
2022,48256821,,51
2022,48563226,,51
2022,48563227,,51
2022,48563228,,51
2022,48256739,,51
2022,48256740,,51
2022,48256783,,51
2022,48256797,,51
2022,48256778,,51
2022,51508455,,51
2022,48256728,,51
2022,48256751,,51
2022,49503770,,51
2022,51508580,,51
2022,48563266,,51
2022,48256873,,51
2022,48256874,,51
2022,48256773,,51
2022,48256795,,3
2022,48256815,,51
2022,51083362,,51
2022,48256816,,51
2022,48563283,,51
2022,48256834,,51
2022,48256835,,51
2022,48256836,,51
2022,48256851,,2
2022,50369974,,51
2022,48256881,,51
2022,48256892,,51
2022,48256915,,51
2022,48563231,,51
2022,48256932,,51
2022,51508183,,51
