yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
182502022,18250,2022,TN0150000,TN0150000,,N,N,,I,COCKE,COCKE CO SO NEWPORT,Cocke,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,29948,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,41,27,68,3,16,19,1.5,2.9,1996-07-01,1997-09-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,COCKE,Not Specified,Y,Y,Y
182512022,18251,2022,TN0150100,TN0150100,,N,N,,I,NEWPORT,NEWPORT PD,Newport,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,6972,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,26,1,27,2,3,5,4.0,4.6,1996-07-01,1997-10-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,COCKE,Not Specified,Y,Y,Y
182522022,18252,2022,TN0160000,TN0160000,,N,N,,I,COFFEE,COFFEE CO SO MANCHESTER,Coffee,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,27641,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,55,43,98,0,22,22,2.0,4.3,1996-07-01,1999-02-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,COFFEE,Not Specified,Y,Y,Y
182532022,18253,2022,TN0160100,TN0160100,,N,N,,I,MANCHESTER,MANCHESTER PD,Manchester,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,13045,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,31,0,31,3,4,7,2.6,2.9,1996-07-01,1997-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,COFFEE,Not Specified,Y,Y,Y
182542022,18254,2022,TN0160200,TN0160200,,N,N,,I,TULLAHOMA,TULLAHOMA PD,Tullahoma,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,20948,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,22,4,26,8,3,11,1.4,1.8,1996-07-01,1996-09-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,"COFFEE, FRANKLIN",Not Specified,Y,Y,Y
182602022,18260,2022,TN0170000,TN0170000,,N,N,,I,CROCKETT,CROCKETT CO SO ALAMO,Crockett,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,7587,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,11,9,20,3,12,15,1.8,4.6,1996-07-01,1997-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,CROCKETT,"Jackson, TN",Y,Y,Y
182612022,18261,2022,TN0170100,TN0170100,,N,N,,I,ALAMO,ALAMO TOWN PD,Alamo,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,2335,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,1,0,1,1.7,1.7,1996-07-01,1998-05-01,2004-06-01,2013-02-01,2015-06-01,2013-04-01,N,CROCKETT,"Jackson, TN",Y,Y,Y
182622022,18262,2022,TN0170200,TN0170200,,N,N,,I,BELLS,BELLS POLICE DEPARTMENT,Bells,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,2501,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,0,5,0,0,0,2.0,2.0,1996-07-01,1999-12-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,CROCKETT,"Jackson, TN",Y,Y,Y
182632022,18263,2022,TN0170300,TN0170300,,N,N,,I,FRIENDSHIP,FRIENDSHIP PD,Friendship,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,621,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,0,0,1.6,1.6,1996-07-01,1999-12-01,2004-06-01,2013-01-01,2015-07-01,2013-04-01,N,CROCKETT,"Jackson, TN",Y,Y,Y
182642022,18264,2022,TN0170400,TN0170400,,N,N,,I,MAURY CITY,MAURY CITY PD,Maury City,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,591,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,0,0,0,0,0,0,0.0,0.0,1996-07-01,2000-07-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,CROCKETT,"Jackson, TN",Y,Y,Y
182652022,18265,2022,TN0170500,TN0170500,,N,N,,I,GADSDEN,GADSDEN POLICE DEPARTMENT GADSDEN,Gadsden,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,479,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,0,0,2.1,2.1,1996-07-01,2000-01-01,2004-06-01,2013-01-01,2015-08-01,2013-04-01,N,CROCKETT,"Jackson, TN",Y,Y,Y
182662022,18266,2022,TN0180000,TN0180000,,N,N,,I,CUMBERLAND,CUMBERLAND CO SO CROSSVILLE,Cumberland,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,51342,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,56,27,83,5,27,32,1.2,2.2,1996-07-01,1999-03-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,CUMBERLAND,Not Specified,Y,Y,Y
182672022,18267,2022,TN0180100,TN0180100,,N,N,,I,CROSSVILLE,CROSSVILLE PD,Crossville,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,12487,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,38,0,38,4,3,7,3.4,3.6,1996-07-01,1998-10-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,CUMBERLAND,Not Specified,Y,Y,Y
182692022,18269,2022,TN0180300,TN0180300,,N,N,,I,WILDLIFE RA: REGION 3,TENNESSEE WILDLIFE RESOURCE AGENCY CROSSVILLE,Wildlife Resources Agency:,Region 3,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,Other State Agency,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,43,2,45,1,1,2,0,0,1996-07-01,2000-06-01,2004-06-01,2013-01-01,2015-06-01,2013-05-01,N,CUMBERLAND,Not Specified,Y,Y,Y
182712022,18271,2022,TN0190100,TN0190100,,N,N,,I,METROPOLITAN NASHVILLE PD,NASHVILLE METRO PD NASHVILLE,Metropolitan Nashville Police Department,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,679562,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,4,1B,"Cities from 500,000 thru 999,999",1,"All cities 250,000 or over",Y,4,,Y,1235,147,1382,154,291,445,2.0,2.7,1996-07-01,1999-10-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DAVIDSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
182722022,18272,2022,TN0190200,TN0190200,,N,N,,I,BERRY HILL,BERRY HILL PD NASHVILLE,Berry Hill,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,1865,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,12,2,14,0,2,2,6.4,8.6,1996-07-01,2001-05-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DAVIDSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
182732022,18273,2022,TN0190300,TN0190300,,N,N,,I,BELLE MEADE,BELLE MEADE PD NASHVILLE,Belle Meade,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,2593,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,13,2,15,2,3,5,5.8,7.7,1996-07-01,1997-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DAVIDSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
182742022,18274,2022,TN0190400,TN0190400,,N,N,,I,GOODLETTSVILLE,GOODLETTSVILLE PD,Goodlettsville,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,16963,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,35,1,36,5,13,18,2.4,3.2,1996-07-01,1998-10-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,"DAVIDSON, SUMNER","Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
182762022,18276,2022,TN0190600,TN0190600,,N,N,,I,METRO NASHVILLE PARK POL,METRO PARK POLICE,Metropolitan Nashville Park Police,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,Other,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,15,0,15,1,0,1,0,0,1996-07-01,2001-05-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DAVIDSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
182782022,18278,2022,TN0190800,TN0190800,,N,N,,I,NASHVILLE INT AIRPORT,NASHVILLE INTERN'L AIRPORT PUBLIC SAFETY,Nashville International Airport,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,Other,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,79,18,97,7,7,14,0,0,1996-07-01,1999-04-01,2004-06-01,2013-01-01,2015-07-01,2014-02-01,N,DAVIDSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
182932022,18293,2022,TN0191000,TN0191000,,N,N,,I,WILDLIFE RA: REGION 2,TN WILDLIFE RESOURCES DEPT ENFOR DIV NASHVILLE,Wildlife Resources Agency:,Region 2,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,Other State Agency,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,59,27,86,2,3,5,0,0,1996-07-01,2000-07-01,2004-06-01,2013-02-01,2015-06-01,2013-07-01,N,DAVIDSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
182952022,18295,2022,TN0191700,TN0191700,,N,N,,I,TENNESSEE STATE UNIVERSI,TN ST U SAFETY/SECURITY NASHVILLE,Tennessee State University,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,University or College,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,19,10,29,1,16,17,0,0,1996-07-01,1997-01-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DAVIDSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
182962022,18296,2022,TN0191800,TN0191800,,N,N,,I,ALCOHOLIC BEVERAGE COMMI,TENN ALC BEV COMM NASHVILLE,Alcoholic Beverage Commission,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,Other State Agency,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,33,4,37,15,6,21,0,0,1996-07-01,1999-05-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,NOT SPECIFIED,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
182992022,18299,2022,TN0192100,TN0192100,,N,N,,I,"TN DEPT OF REVENUE, SIU",DEPT OF REVENUE SPECIAL INVEST UNIT NASHVILLE,Tennessee Department of Revenue,Special Investigations Unit,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,Other State Agency,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,27,6,33,4,6,10,0,0,1996-07-01,1998-01-01,2004-06-01,2013-01-01,2015-06-01,2014-07-01,N,NOT SPECIFIED,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
183002022,18300,2022,TN0192300,TN0192300,,N,N,,I,NASHVILLE ST COMMUNITY C,NASHVILLE ST TECH INSTIT SAFTY & SECURTY OFFICE,Nashville State Community College,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,University or College,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,18,20,0,0,0,0,0,1996-07-01,1997-11-01,1997-11-01,2013-04-01,2022-05-01,2013-04-01,N,DAVIDSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
183022022,18302,2022,TN019410X,TN0194100,,N,N,,I,DEPT OF CORRECTION INT A,DEPT OF CORRECTION INT A,Department of Correction,Internal Affairs,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,Other State Agency,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,20,8,28,5,6,11,0,0,1996-07-01,2006-01-01,2006-06-01,2013-01-01,2015-06-01,2013-04-01,N,DAVIDSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
183032022,18303,2022,TN019980X,TN0199800,,N,N,,I,TENNCARE OFF INSPCT GNRL,TENNCARE OFF INSPCT GNRL,TennCare Office of Inspector General,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,Other State Agency,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,17,7,24,2,21,23,0,0,1996-07-01,2005-02-01,2005-06-01,2013-01-01,2015-06-01,2013-04-01,N,NOT SPECIFIED,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
183042022,18304,2022,TN0199E00,TN0199E00,,N,N,,I,VANDERBILT UNIVERSITY,VANDERBILT UNIVERSITY,Vanderbilt University,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,University or College,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,65,103,168,21,57,78,0,0,1996-07-01,1997-10-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DAVIDSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
183052022,18305,2022,TN0200000,TN0200000,,N,N,,I,DECATUR,DECATUR CO SO DECATURVILLE,Decatur,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,8232,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,13,9,22,3,7,10,1.9,3.9,1996-07-01,1997-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DECATUR,Not Specified,Y,Y,Y
183062022,18306,2022,TN0200100,TN0200100,,N,N,,I,PARSONS,PARSONS PD,Parsons,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,2074,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,0,6,0,0,0,2.9,2.9,1996-07-01,1999-07-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DECATUR,Not Specified,Y,Y,Y
183072022,18307,2022,TN0200200,TN0200200,,N,N,,I,DECATURVILLE,DECATURVILLE PD,Decaturville,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,791,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,0,0,1.3,1.3,1996-07-01,2001-03-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DECATUR,Not Specified,Y,Y,Y
183082022,18308,2022,TN0210000,TN0210000,,N,N,,I,DEKALB,DE KALB CO SO SMITHVILLE,DeKalb,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,14618,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,38,1,39,10,0,10,3.3,3.4,1996-07-01,1997-07-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DEKALB,Not Specified,Y,Y,Y
183092022,18309,2022,TN0210100,TN0210100,,N,N,,I,SMITHVILLE,SMITHVILLE PD,Smithville,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,5242,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,14,0,14,0,1,1,2.7,2.9,1996-07-01,1997-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DEKALB,Not Specified,Y,Y,Y
183102022,18310,2022,TN0210200,TN0210200,,N,N,,I,ALEXANDRIA,ALEXANDRIA PD,Alexandria,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,987,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,0,0,2.0,2.0,1996-07-01,1998-01-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DEKALB,Not Specified,Y,Y,Y
183122022,18312,2022,TN0220000,TN0220000,,N,N,,I,DICKSON,DICKSON CO SO DICKSON,Dickson,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,34319,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,71,44,115,5,32,37,2.2,4.4,1996-07-01,1998-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DICKSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
183132022,18313,2022,TN0220100,TN0220100,,N,N,,I,DICKSON,DICKSON PD,Dickson,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,16154,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,55,1,56,6,5,11,3.8,4.1,1996-07-01,1999-03-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DICKSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
183142022,18314,2022,TN0220200,TN0220200,,N,N,,I,BURNS,BURNS PD,Burns,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,1783,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,0,0,0.6,0.6,1996-07-01,2001-03-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DICKSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
183152022,18315,2022,TN0220300,TN0220300,,N,N,,I,WHITE BLUFF,WHITE BLUFF PD,White Bluff,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,4065,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,0,6,0,0,0,1.5,1.5,1996-07-01,2000-07-01,2004-07-01,2013-01-01,2015-06-01,2013-05-01,N,DICKSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
183162022,18316,2022,TN0220400,TN0220400,,N,N,,I,DTF:23RD JUDICIAL DISTRI,23RD JUD DIST DRUG TASK FORCE DICKSON,Drug Task Force:,23rd Judicial District,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,Other,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,7,0,7,0,0,0,0,0,1996-07-01,1999-01-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DICKSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
183182022,18318,2022,TN0220600,TN0220600,,N,N,,I,DICKSON CITY PARK RNGR D,DICKSON PARKS RECREATION DEPT PARK RANGERS,Dickson City Park Ranger Division,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,Other,0,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,0,0,0,2,0,2,0,0,1996-07-01,2006-07-01,2006-12-01,2013-03-01,2016-02-01,2013-07-01,N,DICKSON,"Nashville-Davidson--Murfreesboro--Franklin, TN",Y,Y,Y
183212022,18321,2022,TN0230000,TN0230000,,N,N,,I,DYER,DYER CO SO DYERSBURG,Dyer,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,16870,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,36,35,71,2,33,35,2.3,6.3,1996-07-01,2000-09-01,2004-06-01,2013-01-01,2015-07-01,2013-04-01,N,DYER,Not Specified,Y,Y,Y
183222022,18322,2022,TN0230100,TN0230100,,N,N,,I,DYERSBURG,DYERSBURG PD,Dyersburg,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,15988,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,50,0,50,7,7,14,3.6,4.0,1996-07-01,1998-07-01,2004-06-01,2013-01-01,2015-06-01,2013-05-01,N,DYER,Not Specified,Y,Y,Y
183232022,18323,2022,TN0230200,TN0230200,,N,N,,I,NEWBERN,NEWBERN PD,Newbern,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,3296,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,0,11,1,0,1,3.6,3.6,1996-07-01,1998-12-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,DYER,Not Specified,Y,Y,Y
183272022,18327,2022,TN0240000,TN0240000,,N,N,,I,FAYETTE,FAYETTE CO SO SOMERVILLE,Fayette,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,25274,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,48,21,69,1,19,20,1.9,3.5,1996-07-01,1999-02-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,FAYETTE,"Memphis, TN-MS-AR",Y,Y,Y
183282022,18328,2022,TN0240100,TN0240100,,N,N,,I,SOMERVILLE,SOMERVILLE PD,Somerville,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,3470,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,0,11,0,0,0,3.2,3.2,1996-07-01,1997-11-01,2004-06-01,2013-03-01,2015-06-01,2013-11-01,N,FAYETTE,"Memphis, TN-MS-AR",Y,Y,Y
183292022,18329,2022,TN0240200,TN0240200,,N,N,,I,GALLAWAY,GALLAWAY PD,Gallaway,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,502,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,0,0,8.0,8.0,1996-07-01,1998-11-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,FAYETTE,"Memphis, TN-MS-AR",Y,Y,Y
183302022,18330,2022,TN0240300,TN0240300,,N,N,,I,ROSSVILLE,ROSSVILLE PD,Rossville,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,1146,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,6,0,6,2,0,2,7.0,7.0,1996-07-01,2000-01-01,2004-06-01,2013-02-01,2015-06-01,2013-04-01,N,FAYETTE,"Memphis, TN-MS-AR",Y,Y,Y
183322022,18332,2022,TN0240500,TN0240500,,N,N,,I,OAKLAND,OAKLAND PD,Oakland,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,10004,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,18,0,18,2,2,4,2.0,2.2,1996-07-01,1999-07-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,FAYETTE,"Memphis, TN-MS-AR",Y,Y,Y
183352022,18335,2022,TN0240800,TN0240800,,N,N,,I,PIPERTON,PIPERTON POLICE DEPARTMENT,Piperton,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,City,2696,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,1,0,1,3.0,3.0,1996-07-01,2005-08-01,2005-12-01,2013-01-01,2015-07-01,2013-04-01,N,FAYETTE,"Memphis, TN-MS-AR",Y,Y,Y
183362022,18336,2022,TN0250000,TN0250000,,N,N,,I,FENTRESS,FENTRESS CO SO JAMESTOWN,Fentress,,A,47,Tennessee,TN,TN,6,East South Central,3,South,Region III,County,17317,23392,TNUCR0001,Tennessee Bureau of Investigation Statistics,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,22,7,29,1,6,7,1.3,2.1,1996-07-01,1997-06-01,2004-06-01,2013-01-01,2015-06-01,2013-04-01,N,FENTRESS,Not Specified,Y,Y,Y
